id,question,answer,category,source
10619,Quanto seguro de vida é suficiente?,"Os métodos convencionais centram-se numa análise das necessidades de capital -LRB- quanto é que preciso como montante fixo na minha morte para criar um rendimento para a minha família -RRB- . Outros métodos analisam o Valor da Vida Humana. Existem variações sobre estes também. Peça a um profissional de seguros de vida para fornecer uma análise personalizada para você e sua família. Há uma grande variedade de calculadoras on-line, como esta: WEBSITELINK Essas calculadoras podem ajudá-lo a entender o problema e prepará-lo melhor para uma discussão de planejamento com seu agente.",geral,insurance_qa_v2
10620,O seguro saúde cobre transtorno dissociativo de identidade?,"Atualmente, a maioria dos planos individuais têm benefícios psicológicos limitados em comparação com os planos de saúde em grupo, que normalmente são mais ricos em benefícios. Dito isto, o transtorno dissociativo de identidade -LRB-DID-RRB- ou MPD é, na melhor das hipóteses, um diagnóstico “questionável”. O código do DSM é 300.14, mas mesmo assim há desacordo dentro da comunidade psiquiátrica sobre a doença. Existe a crença de que alguns tentarão fingir a doença, por isso conseguir que um portador concorde com o diagnóstico e certifique a alegação pode ser um desafio.",geral,insurance_qa_v2
10621,Quanto seguro para locatários é suficiente?,"A melhor maneira de pensar sobre isso é imaginar que sua unidade foi destruída por um incêndio. Você perdeu tudo o que possui. Quanto dinheiro você vai querer? Se você tirar fotos da sua unidade, saberá o que tinha. Se você estimasse o custo de reposição de cada item, saberia quanto desejaria. Sugiro que esse número o oriente na seleção de uma política de locatários. Se um servidor de processo aparecer à sua porta com uma ação judicial, quanto backup você deseja? Eu sugiro que você assuma a mesma cobertura de responsabilidade que a seguradora oferece.",geral,insurance_qa_v2
10622,Quem faz o seguro residencial mais barato?,"Não existe seguro residencial mais barato se você estiver se referindo ao custo. As apólices de seguro não são padronizadas. Cada pessoa tem necessidades de cobertura diferentes em diferentes áreas do país. A melhor sugestão é entrar em contato com um agente independente que esteja em sua área para discutir suas necessidades de seguro residencial. Dessa forma, você pode analisar as opções de cobertura e encontrar a apólice certa para o prêmio certo.",geral,insurance_qa_v2
10623,Onde está a American Income Life Insurance Company?,"A American Income Life Insurance Company está sediada em Waco, TX. É uma subsidiária integral da Torchmark Corporation, que também tem sede no Texas. Para determinar onde qualquer companhia de seguros de vida está localizada, você pode acessar a página da Web na seção Sobre nós ou ligar para qualquer agência ou site que ofereça cotações de seguro de mentira para encontrar essas informações para você.",geral,insurance_qa_v2
10624,O seguro automóvel é mais barato se você for casado?,"Em muitas operadoras, seu seguro automóvel será menos dispendioso se você for casado, em vez de coabitar com outra pessoa. Cada operadora estabelecerá seus próprios padrões sobre como isso afeta as tarifas que oferecem. Entre em contato com um agente local para saber mais sobre a disponibilidade e preços da cobertura em sua área.",geral,insurance_qa_v2
10625,O que eu preciso para me registrar no Medicare?,"Se você pagou impostos no sistema, a inscrição é automática. Você deverá receber seu cartão Medicare e um pacote de informações do Medicare pouco antes de completar 65 anos ou se qualificar para o Medicare se for portador de deficiência. Se você não receber seu cartão até completar 65 anos, você precisará ligar para o escritório do Seguro Social ou para 1-800-MEDICARE.",geral,insurance_qa_v2
10626,Quão caro é o seguro para locatários?,"O Seguro de Locatário é um componente essencial para proteger seus pertences pessoais e riscos de responsabilidade pessoal se você não for proprietário de sua casa. Esta valiosa cobertura é muito barata e o prêmio pode ser ajustado com base no valor da cobertura necessária e na opção de franquia escolhida. Por exemplo, um valor de cobertura baixo e uma franquia alta proporcionarão a cobrança de prêmio mais baixa. As taxas variam de acordo com a localização geográfica. Ofereceremos a você um link de referência para obter uma cotação e adquirir um seguro on-line; se precisar de algum esclarecimento, recomendamos falar com um profissional credenciado para esclarecer qualquer dúvida! O link a seguir é um formato online para obter uma cotação e comprar seguro para locatários online em vários estados. Esta experiência exemplar é uma resposta direta a muitos anos de solicitações de consumidores que buscam um método de autoatendimento para adquirir seguro sem falar com um agente. SITELINK",geral,insurance_qa_v2
10627,O que é um plano de aposentadoria VEBA?,"VEBA significa Associação de Benefícios para Funcionários Voluntários e não é um plano de renda de aposentadoria. É um plano de benefícios de saúde que paga despesas médicas, odontológicas, oftalmológicas e prêmios relacionados a seguros de saúde, de forma muito semelhante a uma conta HSA. E, como uma conta HSA, um VEBA geralmente está vinculado a um plano de saúde com franquia elevada.",geral,insurance_qa_v2
10628,Quanto deve custar o seguro de cuidados de longo prazo?,"O custo do seguro de cuidados de longo prazo -LRB-LTCi -RRB- depende do seu sexo, idade, tabagismo, histórico de saúde e condição médica atual. Também depende de pilotos adicionais que você pode selecionar como um piloto de inflação. Um homem de 60 anos, não fumante, que adquira cobertura completa com um suplemento de inflação pode pagar cerca de US$ 300 por mês pela cobertura LTCi.",geral,insurance_qa_v2
10629,Quais são as vantagens e desvantagens do seguro de cuidados de longo prazo?,"A vantagem do seguro de cuidados de longo prazo é a proteção que ele oferece... uma renda mensal para pagar as despesas do lar de idosos ou de outras instalações. A desvantagem, suponho, seriam os prêmios que você paga, que serão perdidos se você permanecer saudável e nunca usar a apólice. Isso não é tão ruim, não é?",geral,insurance_qa_v2
10630,O seguro residencial deve estar em nomes conjuntos?,"Os segurados na apólice do proprietário devem refletir a propriedade legal da casa. Normalmente, a apólice de seguro inicial é solicitada pela companhia do título e eles garantem que o segurado e o título sejam iguais. As apólices subsequentes de outras empresas geralmente gostam de ver uma cópia do seguro existente e nesse processo adquirem a propriedade correta da apólice. O único lugar onde isso nem sempre acontece é quando a propriedade da propriedade é transferida para um trust vivo. O trust vivo deve ser incluído, no mínimo, como segurado adicional.",geral,insurance_qa_v2
10631,A seguradora continua aumentando as taxas e aumentando o pagamento da minha hipoteca. O que devo fazer?,"Quanto à primeira parte da sua pergunta, sim, é legal para uma seguradora ajustar as taxas na renovação. Em uma apólice de proprietário, é mais do que provável que você tenha algum tipo de elemento de “proteção contra a inflação”, que ajusta o valor da sua moradia a cada renovação para acompanhar os aumentos da inflação e outros custos relacionados à construção. Converse com seu profissional de seguros sobre a realização de uma análise de reconstrução atualizada em sua casa para ter certeza de que o valor da cobertura está correto. Fale também sobre todo e qualquer desconto disponível para ter certeza de que você está aproveitando-os. Por fim, pergunte sobre o controle de preços aumentando a franquia da sua apólice e certifique-se de verificar quaisquer descontos de melhoria que possam estar disponíveis se você concluiu recentemente atualizações em seus sistemas de aquecimento, encanamento ou elétricos ou colocou um novo telhado.",geral,insurance_qa_v2
10632,Posso obter SSDI e seguro privado de invalidez?,"Sim, geralmente não há nada que o impeça de ter direito aos benefícios de ambos. A única exceção seria um substituto do seguro social ou um participante do SIS em um participante do seguro de invalidez individual. Se você tiver uma apólice de seguro com um beneficiário do SIS, o benefício pago sob o regime do SIS será compensado por quaisquer benefícios recebidos de Incapacidade da Previdência Social.",geral,insurance_qa_v2
10633,Existe imposto sobre ganhos de capital em Roth IRA?,"Um Roth IRA é um programa aprovado de poupança para aposentadoria. Trata de duas coisas: a tributação no momento dos depósitos e a tributação no momento da retirada. Uma das belezas do plano é que os impostos não são devidos durante a fase de acumulação do plano. O dinheiro acumulado em um Roth IRA pode ser composto de juros ou ganhos de capital. São tratados da mesma forma, diferidos e não tributados na acumulação nem na distribuição, desde que atendidos os requisitos mínimos.",geral,insurance_qa_v2
10634,O seguro de cuidados de longo prazo deve ser obrigatório?,"Se o seguro de cuidados de longo prazo deve ser “obrigatório” requer uma questão associada: “Obrigatório por quem?” Além disso, qualquer questão que inclua a palavra “deveria” envolve uma questão de valores e pode cair numa categoria política de algum tipo. A questão, no entanto, é boa. Temos uma crise iminente que apenas começou. Em breve, milhões de pessoas atingirão a idade em que poderão necessitar de cuidados prolongados antes de falecerem. A actual demografia do “baby boom” atingiu a idade da reforma e está a cerca de 20-30 anos de atingir o seu pico, numa idade em que muitos poderão necessitar de cuidados antes de morrer. A menos que haja muitos avanços médicos, adaptações de cuidados e/ou melhorias tecnológicas para os cuidados aos idosos, centenas de milhares de pessoas na faixa dos 70, 80 e 90 anos e além precisarão de assistência para realizar com sucesso as atividades da vida cotidiana, como alimentar-se, ir de um lugar para outro, vestir-se, tomar banho, etc. Primeiro, será a família -LRB- cônjuge e/ou filhos adultos, se disponível -RRB-, mas além disso, existe apenas o Medicaid -LRB- Medical em CA -RRB- para prestar serviços de cuidados. O problema é que é preciso tornar-se “indigente” para se qualificar para a ajuda governamental, e é preciso ser admitido num estabelecimento aprovado para receber cuidados. -LRB- Atualmente, o Medicare fornece apenas cuidados hospitalares, de recuperação e de enfermagem qualificados por um período máximo de 100 dias. Na maioria dos casos, é necessária uma internação hospitalar por um período mínimo de três dias para se qualificar. -RRB- Se o questionador está perguntando se o governo deve ser mandatado para fornecer cuidados de longo prazo, então esta é uma questão inteiramente política. O governo, em última análise, é o contribuinte. O Congresso é o órgão do nosso governo que legisla as leis. Se o questionador estiver perguntando se todos deveriam ser obrigados a adquirir sua própria cobertura de cuidados de longo prazo, a resposta provavelmente será “não”. Embora isso possa parecer uma solução, o custo dos cuidados de longo prazo de propriedade privada está actualmente muito fora do alcance de muitos americanos. Alguns não podiam sequer pagar os prémios de uma apólice de base que não chegaria perto de pagar o que os cuidados de longo prazo poderiam acabar por custar. Uma comissão formada pelo Congresso está actualmente a reunir-se para debater e ouvir testemunhos sobre a questão de como nós, como sociedade, lidaremos com aqueles que não têm família ou outro grupo de apoio, não possuem seguro de cuidados de longo prazo, e estão “demorando demasiado tempo a morrer”. Isto torna a questão moral e merece uma resposta para que as pessoas possam morrer com dignidade.",geral,insurance_qa_v2
